"agency_cd","site_no","date","water_temp_C","water_temp_code","discharge_cfs","discharge_code","gage_height_ft","gage_height_code","conductivity_uScm","conductivity_code","dissolved_oxygen_mgL","dissolved_oxygen_code","turbidity_ntu","turbidity_code","salinity_psu","salinity_code","pH","pH_code"
"USGS","07374000",2013-06-20,25.7,"A",879000,"A",33.06,"A",324,"A",5.9,"A",0.2,"A",NA,NA,2.79,"A"
"USGS","07374000",2013-06-21,25.9,"A",876000,"A",32.99,"A",324,"A",5.8,"A",0.2,"A",NA,NA,2.84,"A"
"USGS","07374000",2013-06-22,26.2,"A",871000,"A",32.87,"A",329,"A",5.8,"A",0.2,"A",NA,NA,2.87,"A"
"USGS","07374000",2013-06-23,26.5,"A",866000,"A",32.75,"A",338,"A",5.8,"A",0.2,"A",NA,NA,2.87,"A"
"USGS","07374000",2013-06-24,26.7,"A",859000,"A",32.58,"A",337,"A",5.9,"A",0.2,"A",NA,NA,2.84,"A"
"USGS","07374000",2013-06-25,27,"A",854000,"A",32.45,"A",336,"A",6,"A",0.2,"A",NA,NA,2.81,"A"
"USGS","07374000",2013-06-26,27.2,"A",848000,"A",32.32,"A",335,"A",6,"A",0.2,"A",NA,NA,2.75,"A"
"USGS","07374000",2013-06-27,27.5,"A",843000,"A",32.21,"A",340,"A",5.9,"A",0.2,"A",NA,NA,2.66,"A"
"USGS","07374000",2013-06-28,27.8,"A",835000,"A",32.01,"A",344,"A",5.9,"A",0.2,"A",NA,NA,2.57,"A"
"USGS","07374000",2013-06-29,28,"A",827000,"A",31.8,"A",348,"A",6,"A",0.2,"A",NA,NA,2.51,"A"
"USGS","07374000",2013-06-30,28.1,"A",812000,"A",31.44,"A",351,"A",5.9,"A",0.2,"A",NA,NA,2.5,"A"
"USGS","07374000",2013-07-01,28.3,"A",793000,"A",30.98,"A",353,"A",5.8,"A",0.2,"A",NA,NA,2.5,"A"
"USGS","07374000",2013-07-02,28.3,"A",767000,"A",30.34,"A",348,"A",5.7,"A",0.2,"A",NA,NA,2.46,"A"
"USGS","07374000",2013-07-03,28.2,"A",737000,"A",29.6,"A",343,"A",5.7,"A",0.2,"A",NA,NA,2.43,"A"
"USGS","07374000",2013-07-04,28.2,"A",708000,"A",28.85,"A",346,"A",5.7,"A",0.2,"A",NA,NA,2.46,"A"
"USGS","07374000",2013-07-05,28.2,"A",679000,"A",28,"A",347,"A",5.7,"A",NA,NA,NA,NA,2.51,"A"
"USGS","07374000",2013-07-06,28,"A",661000,"A",27.27,"A",352,"A",5.8,"A",0.2,"A",NA,NA,2.57,"A"
"USGS","07374000",2013-07-07,27.9,"A",643000,"A",26.41,"A",354,"A",6,"A",0.2,"A",NA,NA,2.64,"A"
"USGS","07374000",2013-07-08,27.9,"A",624000,"A",25.54,"A",359,"A",6,"A",0.2,"A",NA,NA,2.72,"A"
"USGS","07374000",2013-07-09,28,"A",611000,"A",24.9,"A",365,"A",6.1,"A",0.2,"A",NA,NA,2.81,"A"
"USGS","07374000",2013-07-10,28.2,"A",602000,"A",24.52,"A",375,"A",6.2,"A",0.2,"A",NA,NA,2.89,"A"
"USGS","07374000",2013-07-11,28.2,"A",598000,"A",24.32,"A",376,"A",6.3,"A",0.2,"A",NA,NA,2.94,"A"
"USGS","07374000",2013-07-12,28,"A",602000,"A",24.49,"A",374,"A",6.4,"A",0.2,"A",NA,NA,2.93,"A"
"USGS","07374000",2013-07-13,27.7,"A",611000,"A",24.91,"A",370,"A",6.4,"A",0.2,"A",NA,NA,2.9,"A"
"USGS","07374000",2013-07-14,27.6,"A",625000,"A",25.57,"A",364,"A",6.4,"A",0.2,"A",NA,NA,2.89,"A"
"USGS","07374000",2013-07-15,27.6,"A",637000,"A",26.13,"A",354,"A",6.4,"A",0.2,"A",NA,NA,2.79,"A"
"USGS","07374000",2013-07-16,27.5,"A",644000,"A",26.47,"A",339,"A",6.4,"A",0.2,"A",NA,NA,2.62,"A"
"USGS","07374000",2013-07-17,27.7,"A",651000,"A",26.79,"A",337,"A",6.4,"A",0.2,"A",NA,NA,2.53,"A"
"USGS","07374000",2013-07-18,27.9,"A",658000,"A",27.14,"A",338,"A",6.4,"A",0.2,"A",NA,NA,2.54,"A"
"USGS","07374000",2013-07-19,28.2,"A",668000,"A",27.57,"A",345,"A",6.3,"A",0.2,"A",NA,NA,2.55,"A"
"USGS","07374000",2013-07-20,28.3,"A",677000,"A",27.91,"A",351,"A",6.3,"A",0.2,"A",NA,NA,2.55,"A"
"USGS","07374000",2013-07-21,28.2,"A",684000,"A",28.15,"A",356,"A",6.3,"A",0.2,"A",NA,NA,2.5,"A"
"USGS","07374000",2013-07-22,28.2,"A",689000,"A",28.31,"A",350,"A",6.3,"A",0.2,"A",NA,NA,2.38,"A"
"USGS","07374000",2013-07-23,28.4,"A",691000,"A",28.38,"A",341,"A",6.3,"A",0.2,"A",NA,NA,2.25,"A"
"USGS","07374000",2013-07-24,28.6,"A",688000,"A",28.3,"A",343,"A",6.3,"A",0.2,"A",NA,NA,2.13,"A"
"USGS","07374000",2013-07-25,28.8,"A",684000,"A",28.15,"A",339,"A",6.3,"A",0.2,"A",NA,NA,2.04,"A"
"USGS","07374000",2013-07-26,29,"A",676000,"A",27.88,"A",346,"A",6.3,"A",0.2,"A",NA,NA,1.95,"A"
"USGS","07374000",2013-07-27,29,"A",664000,"A",27.4,"A",348,"A",6.1,"A",0.2,"A",NA,NA,1.85,"A"
"USGS","07374000",2013-07-28,28.9,"A",648000,"A",26.65,"A",353,"A",6,"A",0.2,"A",NA,NA,1.75,"A"
"USGS","07374000",2013-07-29,29,"A",621000,"A",25.4,"A",346,"A",5.8,"A",0.2,"A",NA,NA,1.68,"A"
"USGS","07374000",2013-07-30,29,"A",588000,"A",23.85,"A",348,"A",5.7,"A",0.2,"A",NA,NA,1.66,"A"
"USGS","07374000",2013-07-31,29.2,"A",553000,"A",22.24,"A",359,"A",5.7,"A",0.2,"A",NA,NA,1.72,"A"
"USGS","07374000",2013-08-01,29.3,"A",522000,"A",20.78,"A",378,"A",5.8,"A",0.2,"A",NA,NA,1.75,"A"
"USGS","07374000",2013-08-02,29.5,"A",5e+05,"A",19.77,"A",370,"A",6,"A",0.2,"A",NA,NA,1.78,"A"
"USGS","07374000",2013-08-03,29.7,"A",475000,"A",18.59,"A",369,"A",6.1,"A",0.2,"A",NA,NA,1.78,"A"
"USGS","07374000",2013-08-04,29.9,"A",452000,"A",17.52,"A",376,"A",6.2,"A",0.2,"A",NA,NA,1.72,"A"
"USGS","07374000",2013-08-05,29.8,"A",432000,"A",16.59,"A",383,"A",6.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2013-08-06,29.8,"A",412000,"A",15.67,"A",395,"A",6.6,"A",0.2,"A",NA,NA,1.65,"A"
"USGS","07374000",2013-08-07,29.8,"A",393000,"A",14.77,"A",399,"A",6.6,"A",0.2,"A",NA,NA,1.58,"A"
"USGS","07374000",2013-08-08,29.9,"A",376000,"A",14,"A",402,"A",6.6,"A",0.2,"A",NA,NA,1.51,"A"
"USGS","07374000",2013-08-09,29.8,"A",358000,"A",13.17,"A",413,"A",6.5,"A",0.2,"A",NA,NA,1.48,"A"
"USGS","07374000",2013-08-10,29.7,"A",342000,"A",12.41,"A",410,"A",6.5,"A",0.2,"A",NA,NA,1.46,"A"
"USGS","07374000",2013-08-11,29.7,"A",332000,"A",12,"A",409,"A",6.6,"A",0.2,"A",NA,NA,1.44,"A"
"USGS","07374000",2013-08-12,29.7,"A",323000,"A",11.57,"A",412,"A",6.6,"A",0.2,"A",NA,NA,1.38,"A"
"USGS","07374000",2013-08-13,29.6,"A",314000,"A",11.14,"A",422,"A",6.6,"A",0.2,"A",NA,NA,1.33,"A"
"USGS","07374000",2013-08-14,29.5,"A",316000,"A",11.24,"A",428,"A",6.4,"A",0.2,"A",NA,NA,1.25,"A"
"USGS","07374000",2013-08-15,29.2,"A",328000,"A",11.81,"A",432,"A",6.4,"A",0.2,"A",NA,NA,1.2,"A"
"USGS","07374000",2013-08-16,29.1,"A",343000,"A",12.49,"A",455,"A",6.4,"A",0.2,"A",NA,NA,1.09,"A"
"USGS","07374000",2013-08-17,29.1,"A",370000,"A",13.72,"A",470,"A",6.4,"A",0.2,"A",NA,NA,1.03,"A"
"USGS","07374000",2013-08-18,28.8,"A",398000,"A",15.02,"A",474,"A",6.4,"A",0.2,"A",NA,NA,0.97,"A"
"USGS","07374000",2013-08-19,28.3,"A",427000,"A",16.35,"A",460,"A",6.4,"A",0.2,"A",NA,NA,0.96,"A"
"USGS","07374000",2013-08-20,27.9,"A",451000,"A",17.49,"A",467,"A",6.4,"A",0.2,"A",NA,NA,0.97,"A"
"USGS","07374000",2013-08-21,27.7,"A",465000,"A",18.11,"A",474,"A",6.4,"A",0.2,"A",NA,NA,0.99,"A"
"USGS","07374000",2013-08-22,27.7,"A",470000,"A",18.38,"A",452,"A",6.4,"A",0.2,"A",NA,NA,0.95,"A"
"USGS","07374000",2013-08-23,27.8,"A",473000,"A",18.51,"A",408,"A",6.4,"A",0.2,"A",NA,NA,0.87,"A"
"USGS","07374000",2013-08-24,27.9,"A",471000,"A",18.38,"A",391,"A",6.5,"A",0.2,"A",NA,NA,0.81,"A"
"USGS","07374000",2013-08-25,27.9,"A",459000,"A",17.84,"A",382,"A",6.6,"A",0.2,"A",NA,NA,0.77,"A"
"USGS","07374000",2013-08-26,28.1,"A",441000,"A",17.02,"A",385,"A",6.6,"A",0.2,"A",NA,NA,0.76,"A"
"USGS","07374000",2013-08-27,28.2,"A",421000,"A",16.09,"A",378,"A",6.6,"A",0.2,"A",NA,NA,0.73,"A"
"USGS","07374000",2013-08-28,28.5,"A",398000,"A",15.01,"A",379,"A",6.6,"A",0.2,"A",NA,NA,0.73,"A"
"USGS","07374000",2013-08-29,28.7,"A",375000,"A",13.96,"A",395,"A",6.7,"A",0.2,"A",NA,NA,0.7,"A"
"USGS","07374000",2013-08-30,28.9,"A",355000,"A",13.03,"A",384,"A",6.7,"A",0.2,"A",NA,NA,0.68,"A"
"USGS","07374000",2013-08-31,29,"A",338000,"A",12.24,"A",393,"A",6.7,"A",0.2,"A",NA,NA,0.68,"A"
"USGS","07374000",2013-09-01,29.2,"A",325000,"A",11.63,"A",410,"A",6.7,"A",0.2,"A",NA,NA,0.66,"A"
"USGS","07374000",2013-09-02,29.4,"A",314000,"A",11.13,"A",409,"A",6.7,"A",0.2,"A",NA,NA,0.64,"A"
"USGS","07374000",2013-09-03,29.6,"A",304000,"A",10.69,"A",419,"A",6.7,"A",0.2,"A",NA,NA,0.62,"A"
"USGS","07374000",2013-09-04,29.6,"A",295000,"A",10.29,"A",423,"A",6.4,"A",0.2,"A",NA,NA,0.58,"A"
"USGS","07374000",2013-09-05,29.6,"A",283000,"A",9.71,"A",435,"A",6.5,"A",0.2,"A",NA,NA,0.56,"A"
"USGS","07374000",2013-09-06,29.7,"A",275000,"A",9.35,"A",452,"A",6.5,"A",0.2,"A",NA,NA,0.55,"A"
"USGS","07374000",2013-09-07,29.9,"A",267000,"A",8.97,"A",470,"A",6.6,"A",0.2,"A",NA,NA,0.55,"A"
"USGS","07374000",2013-09-08,29.9,"A",265000,"A",8.87,"A",457,"A",6.6,"A",0.2,"A",NA,NA,0.48,"A"
"USGS","07374000",2013-09-09,29.7,"A",264000,"A",8.85,"A",459,"A",6.6,"A",0.2,"A",NA,NA,0.48,"A"
"USGS","07374000",2013-09-10,29.8,"A",256000,"A",8.49,"A",458,"A",6.6,"A",0.2,"A",NA,NA,0.48,"A"
"USGS","07374000",2013-09-11,29.7,"A",259000,"A",8.61,"A",471,"A",6.5,"A",0.2,"A",NA,NA,0.5,"A"
"USGS","07374000",2013-09-12,29.7,"A",257000,"A",8.52,"A",473,"A",6.6,"A",0.2,"A",NA,NA,0.53,"A"
"USGS","07374000",2013-09-13,29.8,"A",250000,"A",8.22,"A",454,"A",6.7,"A",0.2,"A",NA,NA,0.53,"A"
"USGS","07374000",2013-09-14,29.8,"A",245000,"A",7.98,"A",457,"A",6.6,"A",0.2,"A",NA,NA,0.52,"A"
"USGS","07374000",2013-09-15,29.7,"A",234000,"A",7.52,"A",463,"A",6.6,"A",0.2,"A",NA,NA,0.56,"A"
"USGS","07374000",2013-09-16,29.5,"A",222000,"A",7.05,"A",473,"A",6.5,"A",0.2,"A",NA,NA,0.57,"A"
"USGS","07374000",2013-09-17,29.4,"A",217000,"A",6.86,"A",474,"A",6.6,"A",0.2,"A",NA,NA,0.6,"A"
"USGS","07374000",2013-09-18,29.3,"A",214000,"A",6.74,"A",498,"A",6.6,"A",0.2,"A",NA,NA,0.59,"A"
"USGS","07374000",2013-09-19,29,"A",216000,"A",6.8,"A",486,"A",6.6,"A",0.2,"A",NA,NA,0.57,"A"
"USGS","07374000",2013-09-20,28.8,"A",211000,"A",6.59,"A",484,"A",6.8,"A",0.2,"A",NA,NA,0.55,"A"
"USGS","07374000",2013-09-21,28.3,"A",219000,"A",6.91,"A",469,"A",6.7,"A",0.2,"A",NA,NA,0.5,"A"
"USGS","07374000",2013-09-22,27.6,"A",222000,"A",7.03,"A",462,"A",6.5,"A",0.2,"A",NA,NA,0.49,"A"
"USGS","07374000",2013-09-23,27.3,"A",221000,"A",7.01,"A",468,"A",6.7,"A",0.2,"A",NA,NA,0.49,"A"
"USGS","07374000",2013-09-24,27.2,"A",217000,"A",6.84,"A",469,"A",6.5,"A",0.2,"A",NA,NA,0.52,"A"
"USGS","07374000",2013-09-25,27.2,"A",216000,"A",6.8,"A",478,"A",6.7,"A",0.2,"A",NA,NA,0.5,"A"
"USGS","07374000",2013-09-26,27.1,"A",217000,"A",6.83,"A",506,"A",7,"A",NA,NA,NA,NA,0.47,"A"
"USGS","07374000",2013-09-27,27,"A",216000,"A",6.81,"A",508,"A",7.1,"A",0.2,"A",NA,NA,0.44,"A"
"USGS","07374000",2013-09-28,26.8,"A",214000,"A",6.72,"A",502,"A",7,"A",0.2,"A",NA,NA,0.42,"A"
"USGS","07374000",2013-09-29,26.6,"A",213000,"A",6.67,"A",491,"A",6.8,"A",0.2,"A",NA,NA,0.45,"A"
"USGS","07374000",2013-09-30,26.3,"A",208000,"A",6.48,"A",488,"A",6.6,"A",0.2,"A",NA,NA,0.49,"A"
"USGS","07374000",2013-10-01,26,"A",210000,"A",6.56,"A",486,"A",6.6,"A",0.2,"A",NA,NA,0.51,"A"
"USGS","07374000",2013-10-02,25.8,"A",215000,"A",6.78,"A",501,"A",6.7,"A",0.2,"A",NA,NA,0.51,"A"
"USGS","07374000",2013-10-03,25.8,"A",222000,"A",7.04,"A",496,"A",6.8,"A",0.2,"A",NA,NA,0.5,"A"
"USGS","07374000",2013-10-04,25.8,"A",226000,"A",7.2,"A",495,"A",6.8,"A",0.2,"A",NA,NA,0.51,"A"
"USGS","07374000",2013-10-05,25.9,"A",227000,"A",7.25,"A",518,"A",7,"A",0.3,"A",NA,NA,0.51,"A"
"USGS","07374000",2013-10-06,25.8,"A",225000,"A",7.14,"A",507,"A",7.2,"A",0.2,"A",NA,NA,0.5,"A"
"USGS","07374000",2013-10-07,25.3,"A",216000,"A",6.82,"A",501,"A",7.3,"A",0.2,"A",NA,NA,0.5,"A"
"USGS","07374000",2013-10-08,24.9,"A",213000,"A",6.7,"A",511,"A",7.5,"A",0.3,"A",NA,NA,0.54,"A"
"USGS","07374000",2013-10-09,24.7,"A",206000,"A",6.42,"A",510,"A",7.5,"A",0.3,"A",NA,NA,0.52,"A"
"USGS","07374000",2013-10-10,24.7,"A",207000,"A",6.43,"A",510,"A",7.5,"A",0.3,"A",NA,NA,0.51,"A"
"USGS","07374000",2013-10-11,24.6,"A",206000,"A",6.41,"A",506,"A",7.5,"A",0.2,"A",NA,NA,0.51,"A"
"USGS","07374000",2013-10-12,24.5,"A",205000,"A",6.38,"A",497,"A",7.5,"A",0.2,"A",NA,NA,0.49,"A"
"USGS","07374000",2013-10-13,24.5,"A",210000,"A",6.58,"A",494,"A",7.4,"A",0.2,"A",NA,NA,0.52,"A"
"USGS","07374000",2013-10-14,24.5,"A",224000,"A",7.1,"A",493,"A",7.3,"A",0.2,"A",NA,NA,0.54,"A"
"USGS","07374000",2013-10-15,24.3,"A",246000,"A",8.03,"A",482,"A",7.3,"A",0.2,"A",NA,NA,0.57,"A"
"USGS","07374000",2013-10-16,24.1,"A",262000,"A",8.75,"A",492,"A",7.4,"A",0.2,"A",NA,NA,0.57,"A"
"USGS","07374000",2013-10-17,23.8,"A",268000,"A",9.04,"A",482,"A",7.4,"A",0.2,"A",NA,NA,0.54,"A"
"USGS","07374000",2013-10-18,23.2,"A",267000,"A",8.98,"A",448,"A",7.3,"A",0.2,"A",NA,NA,0.55,"A"
"USGS","07374000",2013-10-19,22.7,"A",263000,"A",8.8,"A",446,"A",7.4,"A",0.2,"A",NA,NA,0.57,"A"
"USGS","07374000",2013-10-20,22.3,"A",253000,"A",8.37,"A",463,"A",7.4,"A",0.2,"A",NA,NA,0.64,"A"
"USGS","07374000",2013-10-21,22,"A",243000,"A",7.89,"A",478,"A",7.5,"A",0.2,"A",NA,NA,0.7,"A"
"USGS","07374000",2013-10-22,21.9,"A",238000,"A",7.67,"A",486,"A",7.7,"A",0.2,"A",NA,NA,0.73,"A"
"USGS","07374000",2013-10-23,21.7,"A",225000,"A",7.15,"A",487,"A",7.8,"A",0.2,"A",NA,NA,0.7,"A"
"USGS","07374000",2013-10-24,21.3,"A",212000,"A",6.63,"A",482,"A",7.9,"A",0.2,"A",NA,NA,0.66,"A"
"USGS","07374000",2013-10-25,20.9,"A",198000,"A",6.11,"A",481,"A",8,"A",0.2,"A",NA,NA,0.65,"A"
"USGS","07374000",2013-10-26,20.5,"A",191000,"A",5.83,"A",481,"A",8.1,"A",0.2,"A",NA,NA,0.62,"A"
"USGS","07374000",2013-10-27,20.1,"A",185000,"A",5.56,"A",477,"A",8.1,"A",0.2,"A",NA,NA,0.6,"A"
"USGS","07374000",2013-10-28,20,"A",184000,"A",5.53,"A",489,"A",8.2,"A",0.2,"A",NA,NA,0.6,"A"
"USGS","07374000",2013-10-29,NA,NA,182000,"A",5.46,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.6,"A"
"USGS","07374000",2013-10-30,NA,NA,184000,"A",5.53,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.6,"A"
"USGS","07374000",2013-10-31,NA,NA,189000,"A",5.74,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.57,"A"
"USGS","07374000",2013-11-01,NA,NA,196000,"A",6,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.58,"A"
"USGS","07374000",2013-11-02,NA,NA,206000,"A",6.43,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.58,"A"
"USGS","07374000",2013-11-03,NA,NA,223000,"A",7.06,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.63,"A"
"USGS","07374000",2013-11-04,NA,NA,238000,"A",7.65,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.67,"A"
"USGS","07374000",2013-11-05,NA,NA,249000,"A",8.14,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.68,"A"
"USGS","07374000",2013-11-06,NA,NA,251000,"A",8.27,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.68,"A"
"USGS","07374000",2013-11-07,NA,NA,244000,"A",7.93,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.67,"A"
"USGS","07374000",2013-11-08,NA,NA,242000,"A",7.83,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.68,"A"
"USGS","07374000",2013-11-09,NA,NA,235000,"A",7.53,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.68,"A"
"USGS","07374000",2013-11-10,NA,NA,234000,"A",7.5,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.64,"A"
"USGS","07374000",2013-11-11,NA,NA,241000,"A",7.8,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.61,"A"
"USGS","07374000",2013-11-12,NA,NA,251000,"A",8.27,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.6,"A"
"USGS","07374000",2013-11-13,NA,NA,260000,"A",8.68,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.65,"A"
"USGS","07374000",2013-11-14,NA,NA,266000,"A",8.95,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.69,"A"
"USGS","07374000",2013-11-15,NA,NA,266000,"A",8.96,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.7,"A"
"USGS","07374000",2013-11-16,NA,NA,264000,"A",8.85,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.72,"A"
"USGS","07374000",2013-11-17,NA,NA,262000,"A",8.76,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.76,"A"
"USGS","07374000",2013-11-18,NA,NA,259000,"A",8.62,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.79,"A"
"USGS","07374000",2013-11-19,NA,NA,260000,"A",8.64,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.8,"A"
"USGS","07374000",2013-11-20,NA,NA,257000,"A",8.54,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.83,"A"
"USGS","07374000",2013-11-21,NA,NA,252000,"A",8.29,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.85,"A"
"USGS","07374000",2013-11-22,NA,NA,245000,"A",7.97,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2013-11-23,NA,NA,239000,"A",7.73,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2013-11-24,NA,NA,242000,"A",7.84,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2013-11-25,NA,NA,253000,"A",8.33,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2013-11-26,NA,NA,279000,"A",9.53,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2013-11-27,NA,NA,314000,"A",11.14,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.87,"A"
"USGS","07374000",2013-11-28,NA,NA,342000,"A",12.44,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.85,"A"
"USGS","07374000",2013-11-29,NA,NA,356000,"A",13.09,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.83,"A"
"USGS","07374000",2013-11-30,NA,NA,368000,"A",13.63,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.84,"A"
"USGS","07374000",2013-12-01,NA,NA,369000,"A",13.68,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.88,"A"
"USGS","07374000",2013-12-02,NA,NA,361000,"A",13.3,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.89,"A"
"USGS","07374000",2013-12-03,NA,NA,348000,"A",12.69,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.9,"A"
"USGS","07374000",2013-12-04,NA,NA,333000,"A",12.02,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.92,"A"
"USGS","07374000",2013-12-05,NA,NA,320000,"A",11.44,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.93,"A"
"USGS","07374000",2013-12-06,NA,NA,311000,"A",11.01,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.96,"A"
"USGS","07374000",2013-12-07,NA,NA,304000,"A",10.67,"A",NA,NA,NA,NA,NA,NA,NA,NA,1,"A"
"USGS","07374000",2013-12-08,NA,NA,306000,"A",10.79,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.99,"A"
"USGS","07374000",2013-12-09,NA,NA,320000,"A",11.42,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.97,"A"
"USGS","07374000",2013-12-10,NA,NA,328000,"A",11.79,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.94,"A"
"USGS","07374000",2013-12-11,NA,NA,330000,"A",11.89,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.92,"A"
"USGS","07374000",2013-12-12,NA,NA,327000,"A",11.74,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.9,"A"
"USGS","07374000",2013-12-13,NA,NA,326000,"A",11.72,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.91,"A"
"USGS","07374000",2013-12-14,NA,NA,329000,"A",11.82,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.9,"A"
"USGS","07374000",2013-12-15,NA,NA,334000,"A",12.05,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.88,"A"
"USGS","07374000",2013-12-16,NA,NA,351000,"A",12.85,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.87,"A"
"USGS","07374000",2013-12-17,NA,NA,386000,"A",14.49,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.86,"A"
"USGS","07374000",2013-12-18,NA,NA,427000,"A",16.36,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.86,"A"
"USGS","07374000",2013-12-19,NA,NA,463000,"A",18.05,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.88,"A"
"USGS","07374000",2013-12-20,NA,NA,492000,"A",19.39,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.91,"A"
"USGS","07374000",2013-12-21,NA,NA,511000,"A",20.27,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.85,"A"
"USGS","07374000",2013-12-22,NA,NA,524000,"A",20.85,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.82,"A"
"USGS","07374000",2013-12-23,NA,NA,533000,"A",21.29,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.8,"A"
"USGS","07374000",2013-12-24,NA,NA,543000,"A",21.75,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.81,"A"
"USGS","07374000",2013-12-25,NA,NA,554000,"A",22.27,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.82,"A"
"USGS","07374000",2013-12-26,NA,NA,568000,"A",22.92,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.8,"A"
"USGS","07374000",2013-12-27,NA,NA,585000,"A",23.71,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.77,"A"
"USGS","07374000",2013-12-28,NA,NA,602000,"A",24.51,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.76,"A"
"USGS","07374000",2013-12-29,NA,NA,621000,"A",25.4,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.76,"A"
"USGS","07374000",2013-12-30,NA,NA,639000,"A",26.23,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.78,"A"
"USGS","07374000",2013-12-31,NA,NA,652000,"A",26.81,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.77,"A"
"USGS","07374000",2014-01-01,NA,NA,656000,"A",27.03,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.72,"A"
"USGS","07374000",2014-01-02,NA,NA,663000,"A",27.34,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.75,"A"
"USGS","07374000",2014-01-03,NA,NA,669000,"A",27.61,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.8,"A"
"USGS","07374000",2014-01-04,NA,NA,673000,"A",27.79,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.8,"A"
"USGS","07374000",2014-01-05,NA,NA,678000,"A",27.95,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.79,"A"
"USGS","07374000",2014-01-06,NA,NA,683000,"A",28.12,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.83,"A"
"USGS","07374000",2014-01-07,NA,NA,683000,"A",28.13,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.88,"A"
"USGS","07374000",2014-01-08,NA,NA,681000,"A",28.04,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.92,"A"
"USGS","07374000",2014-01-09,NA,NA,678000,"A",27.95,"A",NA,NA,NA,NA,NA,NA,NA,NA,0.95,"A"
